compressed_size_bytes,compression_time_s,filter_col,format,match_count,min_col,pattern,pattern_type,query_name,result_value,rows,runs,select_col,selectivity,target_selectivities,time_ms_median,time_ms_p95,variant
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column50,0.01,,12.586017999637988,12.972155998795643,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column50,0.1,,12.455608000891516,12.482595000619767,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column50,0.25,,12.366666000161786,12.39715700103261,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column50,0.5,,12.43335599974671,12.626705998627585,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column50,0.9,,12.456005000785808,13.263936998555437,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column08,0.01,,1.183931999548804,1.619073998881504,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column08,0.1,,1.49419299850706,1.568972998938989,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column08,0.25,,1.9900139996025246,2.8723760005959775,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column08,0.5,,2.1245349998935126,2.18334500095807,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column08,0.9,,2.266344001327525,2.2836250009277137,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column11,0.01,,1.0596619995340006,1.1831230003735982,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column11,0.1,,1.5352529990195762,1.6050829999585403,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column11,0.25,,1.895204000902595,2.14184399919759,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column11,0.5,,2.0271639987186063,2.164965000702068,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column11,0.9,,2.224964000561158,2.9721759983658558,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column15,0.01,,1.299042000027839,2.1080639999127015,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column15,0.1,,1.2936120001540985,2.020784000706044,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column15,0.25,,1.1244620000070427,1.142541999797686,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column15,0.5,,1.0884319999604486,1.320682998994016,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column15,0.9,,1.1378819999663392,1.149042000179179,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15627059,,7,column21,0.01,,12.830668998503825,15.31652099947678,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626888,,7,column21,0.1,,11.80185599878314,11.871593998876051,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626888,,7,column21,0.25,,11.92779499979224,12.093504999938887,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626888,,7,column21,0.5,,11.961316000451916,12.145504999352852,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column21,0.9,,12.401455998769961,12.430315999154118,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15628765,,7,column25,0.01,,1.6022229992813664,1.636364000660251,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626887,,7,column25,0.1,,2.44547500005865,2.618115999212023,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626887,,7,column25,0.25,,3.2950169988907874,3.366117000041413,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column25,0.5,,3.3573969994904473,3.5569369993027067,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column25,0.9,,3.8453190009022364,4.048378001243691,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15628765,,7,column28,0.01,,1.671023999733734,1.685184000962181,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15627076,,7,column28,0.1,,2.9513779991248157,2.9698660000576638,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626888,,7,column28,0.25,,2.8658869996434078,3.2628770004521357,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626887,,7,column28,0.5,,3.3591169994906522,3.867817998980172,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column28,0.9,,3.261107000071206,3.6769079997611698,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column32,0.01,,1.1294920004729647,1.1859130008815555,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column32,0.1,,1.4899229990987806,1.517943001090316,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column32,0.25,,1.9552840003598249,2.025043999310583,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column32,0.5,,2.058234998912667,2.0737839986395556,duckdb_table
6785500797,0.0,column18,duckdb,,column50,,,selectivity,15626884,,7,column32,0.9,,2.1062249998067273,2.2257639993767953,duckdb_table
